,genres_str,app_name,release_date,price,game_id,developer,year,user_id,user_reviews_item_id,review,posted_date,items_count,steam_id,users_items_item_id,item_name,playtime_forever,playtime_2weeks,recommend
15101,earlyaccess,Besiege,2015-01-28,7.989999771118164,346010,Spiderling Studios,2015,swscorpian,346010,create the most disasterous peices of      to win11/10 would accidentally win again,2015-02-04,83,76561198059795226,346010,Besiege,670,0,1
25554,indie,Unturned,2017-07-07,-1.0,304930,Smartly Dressed Games,2017,teaza13za,304930,Unturned ok,2014-08-15,77,76561197971688382,304930,Unturned,45,0,1
20759,freetoplay,Warframe,2013-03-25,-1.0,230410,Digital Extremes,2013,76561198057867762,230410,If you like shooting games Play this.If you like hack n slash games play this.If you like stealth games play this.If you like space games play thisIf you like ninja games play this.Now  if you like all of those types of games WARFRAME IS YOUR GAME.,2013-04-12,121,76561198059566639,230410,Warframe,264,0,1
14004,earlyaccess,Stranded Deep,2015-01-23,14.989999771118164,313120,Beam Team Games,2015,76561198061741370,313120,"This is a great game even though it is an Early Access game. I played an 8 hour long session yesturday and i had alot of fun in those 8 hours, but there a few things that should be fix and improved.-The first thing is that sometimes when i go out on the yellow raft it will de-spawn, then re-spawn then de-spawn etc..-The second thing is that there are not enough rocks... i feel like that the large rocks on an island should be able to be mined with a pickaxe or someother tool for rocks if you could add that into this game it would make it an even better game.-And my last point is that you should be able to make a bigger inventory -EG- by making a craftable backpack? or being able to find one in reckage, i do not know if there is an item to make a bigger back pack but if there isnt there is an idea for you. Even though this game is still in Early Access its still a great game 9/10 its worth the $15,00 i would buy it again.",2015-01-26,27,76561198059640010,313120,Stranded Deep,637,0,1
1588,freetoplay,ChuSingura46+1 S,2016-06-21,-1.0,464780,"インレ,Inre",2016,76561198101743006,464780,"well,this is master peace,an't got no words for this...",2024-08-07,120,76561197993825892,464780,ChuSingura46+1 S,9,0,1
4104,strategy,Sid Meier's Civilization® V,2010-09-21,29.989999771118164,8930,"Firaxis Games,Aspyr (Mac, Linux)",2010,KaosGoddess,8930,Civ 5 is an amazing upgrade and I love getting addicted to it. There are many different things to do and there is always something new as you play the game. I have recommended this game to everyone I know because of how well it is. The only downfall is the costly price outside of steam sales.,2014-09-11,300,76561198059582003,8930,Sid Meier's Civilization V,1484,0,1
7071,strategy,Age of Empires II HD,2013-04-09,19.989999771118164,221380,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013,SnowDeLaMeme,221380,Nostalgia/10,2014-01-09,1409,76561197971666535,221380,Age of Empires II: HD Edition,105,0,1
1921,freetoplay,Codename CURE,2017-10-31,-1.0,355180,Hoobalugalar_X,2017,76561198069139035,355180,So many     ing russians playing this game.,2024-03-03,332,76561197971851704,355180,Codename CURE,14,0,0
13943,adventure,Mirror's Edge™,2009-01-13,19.989999771118164,17410,DICE,2009,kristenKAOTIK,17410,"I love the the movement in this game, as it feels very loose and almost realistic however i did not like the stylises cutscenes or the combat in this game",2014-07-07,1409,76561197971666535,17410,Mirror's Edge,0,0,1
15668,strategy,L.A. Noire,2011-11-08,19.989999771118164,110800,"Team Bondi,Rockstar Leeds",2011,moomooandu,110800,Excellent is all I have.,2015-03-30,5,76561198059632132,110800,L.A. Noire,35,0,1
24170,casual,NotGTAV,2015-07-02,2.990000009536743,369580,NotGames,2015,eledga,369580,I have never played a game better than this one the golden llama approves of this game 10/10,2015-07-03,104,76561198061391492,369580,NotGTAV,5,0,1
14064,adventure,LEGO® Worlds,2017-03-07,29.989999771118164,332310,"TT Games,Traveller's Tales",2017,76561198065896865,332310,"For an early access game, Lego Worlds sure shows a lot of promise!Each world you play is randomly generated and shows you where you spawn, but there is so much more of the world for you to discover. The worlds consist only of lego bricks - you can delete just about every brick and place most ""simple"" bricks (e.g. 2x4 bricks) in any colour you want, but no specialist bricks (e.g. flags) can be placed. Hopefully the ability to place these specialist bricks will come out in the near futureAs you play your Lego World, there are different objects, such as plants and cauldrons, that you unlock by paying in studs you can earn from destroying these objects, allowing them to be placed. Furthermore, there are npcs that you can unlock to play as, as well as using their clothes to create a custom character. There are also animals and vehicles that you can ride, which also must be unlockedThe camera is quite good when walking or riding around, but when building, it is not very precise, and difficult to line objects up. i have also encountered a glitch where shift+tabbing out stops me from moving the camera angle.Building in the game could possibly be a bit better, perhaps more akin to the controls of lego digital designer, and as mentioned before, the camera prevents accurate block placement in many instancesCurrently the game has no set objectives and also has little in the way of models and items. However, the current items and models are very detailed and useful, and I am sure that there will be hundreds of more exciting models that will be able to be placedUltimitely, the game has an array of exciting features and unique worlds, and is priced exceptionally well. Although some of the controls are a bit finicky, I am sure as the game develops further controls will be streamlinedThis game is definitely a good buy if you are interested in the world building genre, and obviously if you like LegoPros-Exciting and unique worlds-Great prebuilt models-Npcs that you can dress as-Vehicles and animals are fun-Movement controls are excellentCons-Camera can be a bit dodgy-Building is not always precise-Lacks a large amount of models and objects (but being early access there will be more added, so this point will be pointless in the near future)",2015-06-05,51,76561198059711106,332310,LEGO  Worlds,146,0,1
8721,action,Aliens vs. Predator™,2010-02-16,14.989999771118164,10680,Rebellion,2010,CHAAANG,10680,"*Finishes achievement where you break all 50 of the alien goo bottles* - Is promised a reward, To this day. No reward.",2015-11-03,10,76561198059615734,10680,Aliens vs. Predator,148,0,1
18110,freetoplay,Gotham City Impostors Free to Play,2012-08-30,-1.0,206210,"Monolith Productions, Inc.",2012,76561198124409474,206210,do not get this game there is no one in the servers and boring,2014-02-12,7,76561198059607448,206210,Gotham City Impostors: Free To Play,10,0,0
8922,adventure,Assassin's Creed 2 Deluxe Edition,2010-03-09,19.989999771118164,33230,Ubisoft Montreal,2010,armouredmarshmallow,33230,haven't played any other assassin's creed games but from what i've heard this is the best. it may be old but it's such a fun game to run around italy assassinating people who deserve it with those really cool hidden blades.,2024-07-20,282,76561197971771188,33230,Assassin's Creed II,2209,0,1
9563,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,MeaTCompany,730,BEST GAME IN THE BLOODY WORLD,2024-07-24,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
9683,adventure,METAL GEAR SOLID V: GROUND ZEROES,2014-12-18,19.989999771118164,311340,Kojima Productions,2014,Turtleeex3,311340,"very very sneaky sneaky , i wud sneak with my buttocks up in the air",2014-12-26,115,76561198059707959,311340,METAL GEAR SOLID V: GROUND ZEROES,151,0,1
13613,rpg,DARK SOULS™ II,2014-04-25,39.9900016784668,236430,"FromSoftware, Inc",2014,76561198049920234,236430,"Go read a critic's review or something. I'm not good at this. But, y'know, it's pretty good.",2014-06-23,223,76561197972224447,236430,DARK SOULS  II,2195,0,1
13902,simulation,My Name is Mayo,2016-02-15,0.9900000095367432,434260,Green Lava Studios,2016,TotesVidya,434260,They say that gameplay is more than story. Not for this game. This is a marathon. This is about endurance. This is about knowing that your name is Mayo and that you need to know that Mayo is who you truly are deep down.White.Easily moved.You can relate to anything.You make up your own story.,2024-02-22,150,76561198061474128,434260,My Name is Mayo,2,0,1
21484,simulation,State of Decay,2013-11-05,13.979999542236328,241540,Undead Labs,2013,HerbalOne984,241540,"By far the best zombie game i've played in ages, just as good as Day Z or 7 days to die. This game is set in an open world and works like a real world zombie apocalypse if you die you dont respawn you just change characters and keep going. If you tell an NPC to acompany you and they die, they are dead and you will never get them back.The story is awesome with you starting off with 3 people and slowly building from there while trying to get out of the place. Every playthrough is different because you could die early and make it so those 3 friends die before finishing the game.Apart from that there are also 2 completely different DLC's that just add to the chaos making the zombies harder and changing the map so you don't have to keep looking at the same place over and over again. They also bring in different types of playing, 1 telling you to go loud with military guns and weapons and the other takes a more stealthy approach to the game.I have got this game on PC and Xbox and love it on both it is a definite must have.",2014-12-27,80,76561198059699792,241540,State of Decay,1345,0,1
25816,action,Left 4 Dead 2,2009-11-16,19.989999771118164,550,Valve,2009,zaaikbr,550,"da pra mata os homi que j  ta morto, m  doido",2015-06-14,100,76561197971662256,550,Left 4 Dead 2,0,0,1
7793,adventure,METAL GEAR SOLID V: THE PHANTOM PAIN,2015-09-01,19.989999771118164,287700,Konami Digital Entertainment,2015,jett1234,287700,"Excellent, polished gameplay that is easily the best in the series. Doesn't suffer from being an open world experience, but probably doesn't benefit greatly from it either. Boss battles are virtually non existent, which is a real let down as these have always been a significant part of the experience.The visuals are great, however as a PC port it has poor-ish performance with AMD grapphics cards and dual GPU support isn't anywhere to be found, so ultra HD resolutions or even ultrawide resolutions simply won't be possible. Nvidia gameworks needs to stop being a thing.The story however is awful, Chapter 1 is strong however Chapter 2 is padded out with mission replays, very few story missions and the final game mission was cut. Finishing the game feels very unusual, you will notice the lack of content without a doubt. Howeber even in general terms the story lacks the characters and development seen in previous games, so even when it's working, the story isn't really up to the franchise standards.I would recommend this game sure enough, but MGS fans will be sorely disapointed and people unfamiliar with MGS are probably set to have the most rewarding experience. Kojima was always touting ""for the fans"" however this final installment is a real gut shot for anyone that has been along for the ride.",2015-09-12,373,76561197972244272,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,2913,0,0
18347,adventure,Just Cause 2,2010-03-23,14.989999771118164,8190,Avalanche Studios,2010,pirificpower,8190,The Fun... its over 9000!!!,2015-02-13,121,76561198059566639,8190,Just Cause 2,64,0,1
15772,adventure,Call of Duty®: Black Ops III,2015-11-05,59.9900016784668,311210,Treyarch,2015,atomiclukai,311210,A breath of fresh air in an ever repeating genre!,2015-11-29,75,76561198059768123,311210,Call of Duty: Black Ops III,416,0,1
10500,action,Grand Theft Auto: Episodes from Liberty City,2010-04-12,19.989999771118164,12220,Rockstar North / Toronto,2010,brat81,12220,Best fun you will ever have online.IT'S A MUST HAVE FOR EVERYONE'S GAME COLLECTION!,2011-07-09,300,76561198059582003,12220,Grand Theft Auto: Episodes from Liberty City,0,0,1
